
"timestamp";"PM10~D590-QM[Cairnet CXM24280939]";"in µg/m3";"PM2.5~D590-QM[Cairnet CXM24280939]";"in µg/m3";"PM1~D590-QM[Cairnet CXM24280939]";"in µg/m3";"TC~D590-QM[Cairnet CXM24280939]";"in °C";"HR~D590-QM[Cairnet CXM24280939]";"in %";"BC~0939-QM[Cairnet CXM24280939]";"in %";"Uout~0939-QM[Cairnet CXM24280939]";"in mV";"Uin~0939-QM[Cairnet CXM24280939]";"in mV";"TC~T-QM[Cairnet CXM24280939]";"in °C";"HR~T-QM[Cairnet CXM24280939]";"in %";"PA~T-QM[Cairnet CXM24280939]";"in hPa";"CO~4673-QM[Cairnet CXM24280939]";"in ppb";"O3-NO2~4696-QM[Cairnet CXM24280939]";"in ppb";"NO2~4582-QM[Cairnet CXM24280939]";"in ppb";"SO2~4714-QM[Cairnet CXM24280939]";"in ppb";"O3~0939-QM[Cairnet CXM24280939]";"in ppb"
"(in display TZ)";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc";"value";"qc"
"2025-12-01 00:00";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 00:15";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 00:30";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 00:45";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 01:00";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 01:15";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 01:30";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 01:45";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 02:00";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 02:15";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 02:30";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 02:45";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 03:00";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 03:15";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 03:30";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 03:45";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 04:00";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 04:15";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 04:30";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 04:45";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 05:00";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 05:15";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 05:30";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 05:45";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 06:00";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 06:15";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 06:30";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 06:45";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 07:00";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 07:15";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 07:30";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
"2025-12-01 07:45";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N";;"N"
